Map_ID,Initiative_ID,Initiative_Name,Factor_ID,Card_ID,Factor_Bank,Requirement_Set_ID,Calculation_Role,Application_Mode,Selection_Group_ID,Mapping_Status,Mapping_Lifecycle_Status,Mapping_Rationale,Version,Last_Reviewed,Source_Row
MAP-0086,INIT-0022,Set operational-energy and embodied-carbon targets for new construction and major refurbishment,CPF-0022,CARD-0086,Carbon Factors,CRS-0086,EMPTY_SLOT,DISPLAY,SG-INIT-0022,ACTIVE,ACTIVE,Catalog carbon value-card slot for Set operational-energy and embodied-carbon targets for new construction and major refurbishment.,1.0,2026-08-18,23
MAP-0087,INIT-0022,Set operational-energy and embodied-carbon targets for new construction and major refurbishment,CTF-0022,CARD-0087,Timing Factors,CRS-0087,EMPTY_SLOT,DISPLAY,SG-INIT-0022,ACTIVE,ACTIVE,Catalog timing value-card slot for Set operational-energy and embodied-carbon targets for new construction and major refurbishment.,1.0,2026-08-18,23
MAP-0088,INIT-0022,Set operational-energy and embodied-carbon targets for new construction and major refurbishment,CEF-0022,CARD-0088,Efficiency Factors,CRS-0088,EMPTY_SLOT,DISPLAY,SG-INIT-0022,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Set operational-energy and embodied-carbon targets for new construction and major refurbishment.,1.0,2026-08-18,23
MAP-0089,INIT-0023,Apply carbon criteria at capital-project investment and design gates,CCF-0023,CARD-0089,Cost Factors,CRS-0089,EMPTY_SLOT,DISPLAY,SG-INIT-0023,ACTIVE,ACTIVE,Catalog cost value-card slot for Apply carbon criteria at capital-project investment and design gates.,1.0,2026-08-18,24
MAP-0090,INIT-0023,Apply carbon criteria at capital-project investment and design gates,CPF-0023,CARD-0090,Carbon Factors,CRS-0090,EMPTY_SLOT,DISPLAY,SG-INIT-0023,ACTIVE,ACTIVE,Catalog carbon value-card slot for Apply carbon criteria at capital-project investment and design gates.,1.0,2026-08-18,24
MAP-0091,INIT-0023,Apply carbon criteria at capital-project investment and design gates,CTF-0023,CARD-0091,Timing Factors,CRS-0091,EMPTY_SLOT,DISPLAY,SG-INIT-0023,ACTIVE,ACTIVE,Catalog timing value-card slot for Apply carbon criteria at capital-project investment and design gates.,1.0,2026-08-18,24
MAP-0092,INIT-0023,Apply carbon criteria at capital-project investment and design gates,CEF-0023,CARD-0092,Efficiency Factors,CRS-0092,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0023,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Apply carbon criteria at capital-project investment and design gates.,1.0,2026-08-18,24
MAP-0093,INIT-0024,Require EPDs or product-specific carbon data for priority materials and equipment,CCF-0024,CARD-0093,Cost Factors,CRS-0093,EMPTY_SLOT,DISPLAY,SG-INIT-0024,ACTIVE,ACTIVE,Catalog cost value-card slot for Require EPDs or product-specific carbon data for priority materials and equipment.,1.0,2026-08-18,25
MAP-0094,INIT-0024,Require EPDs or product-specific carbon data for priority materials and equipment,CPF-0024,CARD-0094,Carbon Factors,CRS-0094,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0024,ACTIVE,ACTIVE,Catalog carbon value-card slot for Require EPDs or product-specific carbon data for priority materials and equipment.,1.0,2026-08-18,25
MAP-0095,INIT-0024,Require EPDs or product-specific carbon data for priority materials and equipment,CTF-0024,CARD-0095,Timing Factors,CRS-0095,EMPTY_SLOT,DISPLAY,SG-INIT-0024,ACTIVE,ACTIVE,Catalog timing value-card slot for Require EPDs or product-specific carbon data for priority materials and equipment.,1.0,2026-08-18,25
MAP-0096,INIT-0024,Require EPDs or product-specific carbon data for priority materials and equipment,CEF-0024,CARD-0096,Efficiency Factors,CRS-0096,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0024,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Require EPDs or product-specific carbon data for priority materials and equipment.,1.0,2026-08-18,25
MAP-0097,INIT-0025,"Prioritise refurbishment, reuse and adaptation before new construction",CCF-0025,CARD-0097,Cost Factors,CRS-0097,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0025,ACTIVE,ACTIVE,"Catalog cost value-card slot for Prioritise refurbishment, reuse and adaptation before new construction.",1.0,2026-08-18,26
MAP-0098,INIT-0025,"Prioritise refurbishment, reuse and adaptation before new construction",CPF-0025,CARD-0098,Carbon Factors,CRS-0098,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0025,ACTIVE,ACTIVE,"Catalog carbon value-card slot for Prioritise refurbishment, reuse and adaptation before new construction.",1.0,2026-08-18,26
MAP-0099,INIT-0025,"Prioritise refurbishment, reuse and adaptation before new construction",CTF-0025,CARD-0099,Timing Factors,CRS-0099,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0025,ACTIVE,ACTIVE,"Catalog timing value-card slot for Prioritise refurbishment, reuse and adaptation before new construction.",1.0,2026-08-18,26
MAP-0100,INIT-0025,"Prioritise refurbishment, reuse and adaptation before new construction",CEF-0025,CARD-0100,Efficiency Factors,CRS-0100,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0025,ACTIVE,ACTIVE,"Catalog efficiency value-card slot for Prioritise refurbishment, reuse and adaptation before new construction.",1.0,2026-08-18,26
MAP-0101,INIT-0026,Require component reuse and material recovery in building and fit-out projects,CCF-0026,CARD-0101,Cost Factors,CRS-0101,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0026,ACTIVE,ACTIVE,Catalog cost value-card slot for Require component reuse and material recovery in building and fit-out projects.,1.0,2026-08-18,27
MAP-0102,INIT-0026,Require component reuse and material recovery in building and fit-out projects,CPF-0026,CARD-0102,Carbon Factors,CRS-0102,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0026,ACTIVE,ACTIVE,Catalog carbon value-card slot for Require component reuse and material recovery in building and fit-out projects.,1.0,2026-08-18,27
MAP-0103,INIT-0026,Require component reuse and material recovery in building and fit-out projects,CTF-0026,CARD-0103,Timing Factors,CRS-0103,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0026,ACTIVE,ACTIVE,Catalog timing value-card slot for Require component reuse and material recovery in building and fit-out projects.,1.0,2026-08-18,27
MAP-0104,INIT-0026,Require component reuse and material recovery in building and fit-out projects,CEF-0026,CARD-0104,Efficiency Factors,CRS-0104,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0026,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Require component reuse and material recovery in building and fit-out projects.,1.0,2026-08-18,27
MAP-0105,INIT-0027,Specify lower-carbon and responsibly sourced construction materials,CCF-0027,CARD-0105,Cost Factors,CRS-0105,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0027,ACTIVE,ACTIVE,Catalog cost value-card slot for Specify lower-carbon and responsibly sourced construction materials.,1.0,2026-08-18,28
MAP-0106,INIT-0027,Specify lower-carbon and responsibly sourced construction materials,CPF-0027,CARD-0106,Carbon Factors,CRS-0106,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0027,ACTIVE,ACTIVE,Catalog carbon value-card slot for Specify lower-carbon and responsibly sourced construction materials.,1.0,2026-08-18,28
MAP-0107,INIT-0027,Specify lower-carbon and responsibly sourced construction materials,CTF-0027,CARD-0107,Timing Factors,CRS-0107,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0027,ACTIVE,ACTIVE,Catalog timing value-card slot for Specify lower-carbon and responsibly sourced construction materials.,1.0,2026-08-18,28
MAP-0108,INIT-0027,Specify lower-carbon and responsibly sourced construction materials,CEF-0027,CARD-0108,Efficiency Factors,CRS-0108,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0027,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Specify lower-carbon and responsibly sourced construction materials.,1.0,2026-08-18,28
MAP-0109,INIT-0028,"Specify durability, repairability, modularity and supplier take-back for capital equipment",CCF-0028,CARD-0109,Cost Factors,CRS-0109,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0028,ACTIVE,ACTIVE,"Catalog cost value-card slot for Specify durability, repairability, modularity and supplier take-back for capital equipment.",1.0,2026-08-18,29
MAP-0110,INIT-0028,"Specify durability, repairability, modularity and supplier take-back for capital equipment",CPF-0028,CARD-0110,Carbon Factors,CRS-0110,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0028,ACTIVE,ACTIVE,"Catalog carbon value-card slot for Specify durability, repairability, modularity and supplier take-back for capital equipment.",1.0,2026-08-18,29
MAP-0111,INIT-0028,"Specify durability, repairability, modularity and supplier take-back for capital equipment",CTF-0028,CARD-0111,Timing Factors,CRS-0111,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0028,ACTIVE,ACTIVE,"Catalog timing value-card slot for Specify durability, repairability, modularity and supplier take-back for capital equipment.",1.0,2026-08-18,29
MAP-0112,INIT-0028,"Specify durability, repairability, modularity and supplier take-back for capital equipment",CEF-0028,CARD-0112,Efficiency Factors,CRS-0112,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0028,ACTIVE,ACTIVE,"Catalog efficiency value-card slot for Specify durability, repairability, modularity and supplier take-back for capital equipment.",1.0,2026-08-18,29
MAP-0113,INIT-0029,"Design buildings and fit-outs for adaptability, disassembly and material recovery",CCF-0029,CARD-0113,Cost Factors,CRS-0113,EMPTY_SLOT,DISPLAY,SG-INIT-0029,ACTIVE,ACTIVE,"Catalog cost value-card slot for Design buildings and fit-outs for adaptability, disassembly and material recovery.",1.0,2026-08-18,30
MAP-0114,INIT-0029,"Design buildings and fit-outs for adaptability, disassembly and material recovery",CPF-0029,CARD-0114,Carbon Factors,CRS-0114,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0029,ACTIVE,ACTIVE,"Catalog carbon value-card slot for Design buildings and fit-outs for adaptability, disassembly and material recovery.",1.0,2026-08-18,30
MAP-0115,INIT-0029,"Design buildings and fit-outs for adaptability, disassembly and material recovery",CTF-0029,CARD-0115,Timing Factors,CRS-0115,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0029,ACTIVE,ACTIVE,"Catalog timing value-card slot for Design buildings and fit-outs for adaptability, disassembly and material recovery.",1.0,2026-08-18,30
MAP-0116,INIT-0029,"Design buildings and fit-outs for adaptability, disassembly and material recovery",CEF-0029,CARD-0116,Efficiency Factors,CRS-0116,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0029,ACTIVE,ACTIVE,"Catalog efficiency value-card slot for Design buildings and fit-outs for adaptability, disassembly and material recovery.",1.0,2026-08-18,30
MAP-0117,INIT-0030,Commission new buildings and major refurbishments against designed operational performance,CCF-0030,CARD-0117,Cost Factors,CRS-0117,EMPTY_SLOT,DISPLAY,SG-INIT-0030,ACTIVE,ACTIVE,Catalog cost value-card slot for Commission new buildings and major refurbishments against designed operational performance.,1.0,2026-08-18,31
MAP-0118,INIT-0030,Commission new buildings and major refurbishments against designed operational performance,CPF-0030,CARD-0118,Carbon Factors,CRS-0118,EMPTY_SLOT,DISPLAY,SG-INIT-0030,ACTIVE,ACTIVE,Catalog carbon value-card slot for Commission new buildings and major refurbishments against designed operational performance.,1.0,2026-08-18,31
MAP-0119,INIT-0030,Commission new buildings and major refurbishments against designed operational performance,CTF-0030,CARD-0119,Timing Factors,CRS-0119,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0030,ACTIVE,ACTIVE,Catalog timing value-card slot for Commission new buildings and major refurbishments against designed operational performance.,1.0,2026-08-18,31
MAP-0120,INIT-0030,Commission new buildings and major refurbishments against designed operational performance,CEF-0030,CARD-0120,Efficiency Factors,CRS-0120,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0030,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Commission new buildings and major refurbishments against designed operational performance.,1.0,2026-08-18,31
MAP-0121,INIT-0031,Apply verified energy-efficiency criteria when replacing kitchen equipment,CCF-0031,CARD-0121,Cost Factors,CRS-0121,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0031,ACTIVE,ACTIVE,Catalog cost value-card slot for Apply verified energy-efficiency criteria when replacing kitchen equipment.,1.0,2026-08-18,32
MAP-0122,INIT-0031,Apply verified energy-efficiency criteria when replacing kitchen equipment,CPF-0031,CARD-0122,Carbon Factors,CRS-0122,EMPTY_SLOT,DISPLAY,SG-INIT-0031,ACTIVE,ACTIVE,Catalog carbon value-card slot for Apply verified energy-efficiency criteria when replacing kitchen equipment.,1.0,2026-08-18,32
MAP-0123,INIT-0031,Apply verified energy-efficiency criteria when replacing kitchen equipment,CTF-0031,CARD-0123,Timing Factors,CRS-0123,EMPTY_SLOT,DISPLAY,SG-INIT-0031,ACTIVE,ACTIVE,Catalog timing value-card slot for Apply verified energy-efficiency criteria when replacing kitchen equipment.,1.0,2026-08-18,32
MAP-0124,INIT-0031,Apply verified energy-efficiency criteria when replacing kitchen equipment,CEF-0031,CARD-0124,Efficiency Factors,CRS-0124,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0031,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Apply verified energy-efficiency criteria when replacing kitchen equipment.,1.0,2026-08-18,32
MAP-0125,INIT-0032,Assess the feasibility of hydrogen-ready kitchen equipment,CCF-0032,CARD-0125,Cost Factors,CRS-0125,EMPTY_SLOT,DISPLAY,SG-INIT-0032,ACTIVE,ACTIVE,Catalog cost value-card slot for Assess the feasibility of hydrogen-ready kitchen equipment.,1.0,2026-08-18,33
MAP-0126,INIT-0032,Assess the feasibility of hydrogen-ready kitchen equipment,CPF-0032,CARD-0126,Carbon Factors,CRS-0126,EMPTY_SLOT,DISPLAY,SG-INIT-0032,ACTIVE,ACTIVE,Catalog carbon value-card slot for Assess the feasibility of hydrogen-ready kitchen equipment.,1.0,2026-08-18,33
MAP-0127,INIT-0032,Assess the feasibility of hydrogen-ready kitchen equipment,CTF-0032,CARD-0127,Timing Factors,CRS-0127,EMPTY_SLOT,DISPLAY,SG-INIT-0032,ACTIVE,ACTIVE,Catalog timing value-card slot for Assess the feasibility of hydrogen-ready kitchen equipment.,1.0,2026-08-18,33
MAP-0128,INIT-0032,Assess the feasibility of hydrogen-ready kitchen equipment,CEF-0032,CARD-0128,Efficiency Factors,CRS-0128,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0032,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Assess the feasibility of hydrogen-ready kitchen equipment.,1.0,2026-08-18,33
MAP-0129,INIT-0033,Apply environmental-performance criteria when selecting leased sites,CCF-0033,CARD-0129,Cost Factors,CRS-0129,EMPTY_SLOT,DISPLAY,SG-INIT-0033,ACTIVE,ACTIVE,Catalog cost value-card slot for Apply environmental-performance criteria when selecting leased sites.,1.0,2026-08-18,34
MAP-0130,INIT-0033,Apply environmental-performance criteria when selecting leased sites,CPF-0033,CARD-0130,Carbon Factors,CRS-0130,EMPTY_SLOT,DISPLAY,SG-INIT-0033,ACTIVE,ACTIVE,Catalog carbon value-card slot for Apply environmental-performance criteria when selecting leased sites.,1.0,2026-08-18,34
MAP-0131,INIT-0033,Apply environmental-performance criteria when selecting leased sites,CTF-0033,CARD-0131,Timing Factors,CRS-0131,EMPTY_SLOT,DISPLAY,SG-INIT-0033,ACTIVE,ACTIVE,Catalog timing value-card slot for Apply environmental-performance criteria when selecting leased sites.,1.0,2026-08-18,34
MAP-0132,INIT-0033,Apply environmental-performance criteria when selecting leased sites,CEF-0033,CARD-0132,Efficiency Factors,CRS-0132,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0033,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Apply environmental-performance criteria when selecting leased sites.,1.0,2026-08-18,34
MAP-0133,INIT-0034,Apply energy and carbon criteria to lease renewals and franchise onboarding,CCF-0034,CARD-0133,Cost Factors,CRS-0133,EMPTY_SLOT,DISPLAY,SG-INIT-0034,ACTIVE,ACTIVE,Catalog cost value-card slot for Apply energy and carbon criteria to lease renewals and franchise onboarding.,1.0,2026-08-18,35
MAP-0134,INIT-0034,Apply energy and carbon criteria to lease renewals and franchise onboarding,CPF-0034,CARD-0134,Carbon Factors,CRS-0134,EMPTY_SLOT,DISPLAY,SG-INIT-0034,ACTIVE,ACTIVE,Catalog carbon value-card slot for Apply energy and carbon criteria to lease renewals and franchise onboarding.,1.0,2026-08-18,35
MAP-0135,INIT-0034,Apply energy and carbon criteria to lease renewals and franchise onboarding,CTF-0034,CARD-0135,Timing Factors,CRS-0135,EMPTY_SLOT,DISPLAY,SG-INIT-0034,ACTIVE,ACTIVE,Catalog timing value-card slot for Apply energy and carbon criteria to lease renewals and franchise onboarding.,1.0,2026-08-18,35
MAP-0136,INIT-0034,Apply energy and carbon criteria to lease renewals and franchise onboarding,CEF-0034,CARD-0136,Efficiency Factors,CRS-0136,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0034,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Apply energy and carbon criteria to lease renewals and franchise onboarding.,1.0,2026-08-18,35
MAP-0137,INIT-0035,"Include green performance, data and cooperation clauses in leases and franchise agreements",CCF-0035,CARD-0137,Cost Factors,CRS-0137,EMPTY_SLOT,DISPLAY,SG-INIT-0035,ACTIVE,ACTIVE,"Catalog cost value-card slot for Include green performance, data and cooperation clauses in leases and franchise agreements.",1.0,2026-08-18,36
MAP-0138,INIT-0035,"Include green performance, data and cooperation clauses in leases and franchise agreements",CPF-0035,CARD-0138,Carbon Factors,CRS-0138,EMPTY_SLOT,DISPLAY,SG-INIT-0035,ACTIVE,ACTIVE,"Catalog carbon value-card slot for Include green performance, data and cooperation clauses in leases and franchise agreements.",1.0,2026-08-18,36
MAP-0139,INIT-0035,"Include green performance, data and cooperation clauses in leases and franchise agreements",CTF-0035,CARD-0139,Timing Factors,CRS-0139,EMPTY_SLOT,DISPLAY,SG-INIT-0035,ACTIVE,ACTIVE,"Catalog timing value-card slot for Include green performance, data and cooperation clauses in leases and franchise agreements.",1.0,2026-08-18,36
MAP-0140,INIT-0035,"Include green performance, data and cooperation clauses in leases and franchise agreements",CEF-0035,CARD-0140,Efficiency Factors,CRS-0140,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0035,ACTIVE,ACTIVE,"Catalog efficiency value-card slot for Include green performance, data and cooperation clauses in leases and franchise agreements.",1.0,2026-08-18,36
MAP-0141,INIT-0036,"Collect and quality-check energy and emissions data from leased, tenanted and franchised sites",CCF-0036,CARD-0141,Cost Factors,CRS-0141,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0036,ACTIVE,ACTIVE,"Catalog cost value-card slot for Collect and quality-check energy and emissions data from leased, tenanted and franchised sites.",1.0,2026-08-18,37
MAP-0142,INIT-0036,"Collect and quality-check energy and emissions data from leased, tenanted and franchised sites",CPF-0036,CARD-0142,Carbon Factors,CRS-0142,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0036,ACTIVE,ACTIVE,"Catalog carbon value-card slot for Collect and quality-check energy and emissions data from leased, tenanted and franchised sites.",1.0,2026-08-18,37
MAP-0143,INIT-0036,"Collect and quality-check energy and emissions data from leased, tenanted and franchised sites",CTF-0036,CARD-0143,Timing Factors,CRS-0143,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0036,ACTIVE,ACTIVE,"Catalog timing value-card slot for Collect and quality-check energy and emissions data from leased, tenanted and franchised sites.",1.0,2026-08-18,37
MAP-0144,INIT-0036,"Collect and quality-check energy and emissions data from leased, tenanted and franchised sites",CEF-0036,CARD-0144,Efficiency Factors,CRS-0144,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0036,ACTIVE,ACTIVE,"Catalog efficiency value-card slot for Collect and quality-check energy and emissions data from leased, tenanted and franchised sites.",1.0,2026-08-18,37
MAP-0145,INIT-0037,Secure rights and approval routes for environmental improvements in leased sites,CCF-0037,CARD-0145,Cost Factors,CRS-0145,EMPTY_SLOT,DISPLAY,SG-INIT-0037,ACTIVE,ACTIVE,Catalog cost value-card slot for Secure rights and approval routes for environmental improvements in leased sites.,1.0,2026-08-18,38
